alert_id,created_at,alert_type,severity,title,description,entity_type,entity_id,threshold_value,actual_value,status,assigned_to,resolved_at,resolution_notes,auto_generated,escalation_level,related_alerts
ALT-000110,2017-04-16T08:00:00Z,Price spike,High,Price spike detected for PO-111113,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-111113,16.24,29.04,open,USR-0012,,,true,2,[]
ALT-000111,2018-07-08T05:00:00Z,Stock low,Medium,Stock low detected for INV-CN-CEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CN-CEM,49.35,26.28,resolved,USR-0045,2018-07-09T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000112,2017-11-24T16:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0012,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0012,48.5,15.0,resolved,USR-0067,2017-12-24T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000113,2016-10-31T06:00:00Z,Demand surge,High,Demand surge detected for PO-105339,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-105339,54.61,48.86,resolved,USR-0058,2016-11-05T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-000114,2018-06-16T18:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0038,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0038,43.91,119.92,resolved,USR-0050,2018-06-17T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-000115,2022-09-26T06:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0092,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0092,75.93,58.42,resolved,USR-0078,2022-10-20T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000116,2022-11-16T14:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0063,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0063,15.86,45.01,open,USR-0021,,,true,3,[]
ALT-000117,2021-01-22T17:00:00Z,Stock low,Medium,Stock low detected for INV-JP-TIM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-JP-TIM,71.02,18.26,open,USR-0043,,,true,2,[]
ALT-000118,2024-03-07T11:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-115765,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-115765,69.02,74.68,resolved,USR-0044,2024-03-24T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000119,2024-08-23T22:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0161,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0161,30.69,23.27,resolved,USR-0003,2024-09-01T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-000120,2021-05-08T01:00:00Z,Demand surge,High,Demand surge detected for PO-117534,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-117534,52.19,41.19,resolved,USR-0082,2021-05-20T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000121,2020-02-04T14:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0122,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0122,23.47,82.26,resolved,USR-0065,2020-02-12T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000122,2021-09-28T00:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-132756,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-132756,83.42,29.81,open,USR-0035,,,true,1,[]
ALT-000123,2022-09-23T16:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0194,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0194,79.35,56.15,resolved,USR-0043,2022-09-25T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000124,2023-03-05T19:00:00Z,Demand surge,High,Demand surge detected for PO-124103,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-124103,96.39,119.2,resolved,USR-0067,2023-03-12T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-000125,2019-01-18T18:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-120494,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-120494,34.08,55.06,resolved,USR-0002,2019-02-11T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000126,2024-02-03T18:00:00Z,Demand surge,High,Demand surge detected for PO-113782,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-113782,42.36,133.14,open,USR-0015,,,true,2,[]
ALT-000127,2019-02-04T02:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0125,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0125,73.68,100.75,open,USR-0048,,,true,0,[]
ALT-000128,2021-10-29T05:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0093,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0093,65.03,91.44,resolved,USR-0037,2021-11-21T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000129,2020-07-10T13:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0057,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0057,13.98,45.77,resolved,USR-0023,2020-08-04T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-000130,2015-04-07T10:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0099,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0099,28.44,68.61,resolved,USR-0019,2015-05-07T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000131,2020-07-31T01:00:00Z,Demand surge,High,Demand surge detected for PO-117687,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-117687,80.69,105.23,open,USR-0018,,,true,3,[]
ALT-000132,2024-07-19T11:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0054,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0054,44.37,13.87,resolved,USR-0074,2024-08-02T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000133,2020-08-27T12:00:00Z,Price spike,High,Price spike detected for CUS-0077,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0077,42.87,21.53,resolved,USR-0029,2020-09-04T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000134,2023-03-05T06:00:00Z,Stock overstock,Low,Stock overstock detected for INV-MX-RBR,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-RBR,40.63,88.28,resolved,USR-0077,2023-03-26T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000135,2016-10-20T22:00:00Z,Price spike,High,Price spike detected for PO-126102,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-126102,46.31,21.52,resolved,USR-0072,2016-11-10T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000136,2024-09-15T19:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0118,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0118,35.76,29.55,resolved,USR-0044,2024-09-19T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000137,2021-05-29T07:00:00Z,Stock low,Medium,Stock low detected for INV-US-SEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-US-SEM,15.44,39.75,resolved,USR-0084,2021-06-04T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000138,2018-12-08T09:00:00Z,Stock low,Medium,Stock low detected for INV-IN-CEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-IN-CEM,87.7,34.91,resolved,USR-0050,2018-12-20T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-000139,2022-03-27T07:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0157,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0157,57.69,89.72,resolved,USR-0049,2022-04-14T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-000140,2021-05-09T04:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0170,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0170,72.04,126.94,resolved,USR-0057,2021-05-20T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000141,2023-04-22T04:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0142,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0142,94.05,64.09,resolved,USR-0011,2023-05-15T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000142,2015-03-02T03:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0028,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0028,20.67,54.7,open,USR-0053,,,true,1,[]
ALT-000143,2015-06-16T21:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-135731,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-135731,51.57,22.55,resolved,USR-0032,2015-06-30T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000144,2024-12-26T22:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-115213,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-115213,43.75,108.47,resolved,USR-0076,2025-01-02T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000145,2022-09-09T08:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0125,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0125,18.75,50.1,resolved,USR-0027,2022-09-27T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000146,2022-06-11T16:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0114,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0114,27.3,12.06,resolved,USR-0071,2022-06-27T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000147,2022-11-28T14:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0171,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0171,47.56,42.89,resolved,USR-0039,2022-12-28T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000148,2024-06-28T17:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0123,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0123,75.56,15.49,resolved,USR-0079,2024-06-30T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-000149,2021-07-14T09:00:00Z,Demand surge,High,Demand surge detected for PO-121560,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-121560,89.69,38.09,resolved,USR-0035,2021-08-05T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000150,2018-05-06T16:00:00Z,Price spike,High,Price spike detected for PO-146966,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-146966,21.72,86.72,resolved,USR-0023,2018-06-03T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-000151,2023-11-04T18:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0084,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0084,47.99,95.94,resolved,USR-0018,2023-11-22T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000152,2023-02-23T17:00:00Z,Price spike,High,Price spike detected for PO-104217,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-104217,31.28,15.81,resolved,USR-0013,2023-03-21T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000153,2023-09-29T00:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0184,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0184,57.4,29.03,resolved,USR-0081,2023-10-10T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000154,2018-10-14T09:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0025,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0025,91.66,91.03,resolved,USR-0066,2018-10-22T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000155,2020-08-13T02:00:00Z,Demand surge,High,Demand surge detected for PO-145475,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-145475,96.25,134.16,resolved,USR-0071,2020-09-05T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-000156,2024-09-13T13:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0202,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0202,39.7,134.22,open,USR-0073,,,true,2,[]
ALT-000157,2024-10-13T22:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0137,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0137,64.64,111.02,resolved,USR-0013,2024-10-25T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000158,2018-04-08T01:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0053,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0053,73.54,124.11,resolved,USR-0069,2018-05-01T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-000159,2024-06-03T18:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0047,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0047,64.71,87.04,open,USR-0022,,,true,2,[]
ALT-000160,2021-03-21T18:00:00Z,Demand surge,High,Demand surge detected for CUS-0239,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0239,88.03,54.57,resolved,USR-0082,2021-03-31T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-000161,2016-02-22T03:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0179,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0179,78.57,61.95,resolved,USR-0034,2016-03-16T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-000162,2020-07-09T07:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0144,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0144,12.53,138.25,resolved,USR-0002,2020-07-14T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000163,2017-08-20T00:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0079,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0079,64.42,36.17,resolved,USR-0040,2017-09-18T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-000164,2020-08-25T07:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-146317,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-146317,22.51,58.96,open,USR-0061,,,true,3,[]
ALT-000165,2024-08-14T13:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-117510,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-117510,43.78,138.04,resolved,USR-0046,2024-09-09T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000166,2018-07-25T19:00:00Z,Stock low,Medium,Stock low detected for INV-MX-NIC,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-NIC,32.74,28.75,resolved,USR-0012,2018-08-06T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000167,2024-09-20T11:00:00Z,Price spike,High,Price spike detected for PO-123684,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-123684,50.04,95.95,open,USR-0034,,,true,2,[]
ALT-000168,2022-07-11T13:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0008,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0008,69.96,82.37,open,USR-0015,,,true,3,[]
ALT-000169,2015-11-24T19:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-117293,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-117293,67.1,31.55,resolved,USR-0077,2015-12-12T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000170,2019-01-19T09:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0108,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0108,41.35,74.96,open,USR-0021,,,true,3,[]
ALT-000171,2019-09-08T14:00:00Z,Demand surge,High,Demand surge detected for PO-107717,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-107717,69.09,97.63,resolved,USR-0078,2019-10-04T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-000172,2022-09-30T04:00:00Z,Price spike,High,Price spike detected for PO-131820,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-131820,60.54,127.22,resolved,USR-0004,2022-10-19T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-000173,2016-02-02T05:00:00Z,Stock overstock,Low,Stock overstock detected for INV-CN-ALM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CN-ALM,88.79,67.31,resolved,USR-0085,2016-03-03T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-000174,2021-02-10T02:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0179,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0179,14.16,66.05,resolved,USR-0052,2021-02-23T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
